author_id,author_url,author_name,fan_count,following_count,like_count,tags,description,ip_location,crawl_time
42948517524,https://www.xiaohongshu.com/user/profile/66dee5ff000000001d0331fc?channel_type=web_search_result_notes&xsec_token=ABwFbx50qXgI59FuD13BvoZugSXspbvtlMJloGUMTBO_Y%3D&xsec_source=pc_note,暗车痪缮下玖116,0,0,49,,还没有简介,湖北,2025-04-24 17:42:04
95490385569,https://www.xiaohongshu.com/user/profile/66dfa8a7000000001d023255?channel_type=web_search_result_notes&xsec_token=ABvYIYM70oTzndtM3m7fAQYo2L4bdSezQv-XbVFESTzi8%3D&xsec_source=pc_note,蔚蓝橘子海🍸,62,448,656,,❤分享旅行攻略 ☀公司旅游-情侣出游-亲子出游-全家行 🌟北京 新疆 哈尔滨 三亚 🔥日子很好，我很好,,2025-04-24 17:42:04
26273783431,https://www.xiaohongshu.com/user/profile/66f0ca0b000000001d0225fd?channel_type=web_search_result_notes&xsec_token=ABDIEm2smbdR18R8PCm229HUMuOc4Imuf5U98ccoPF1zU%3D&xsec_source=pc_note,巴厘司导Parwati,386,2,12000,,我是一名印尼地接小P，对中国非常喜欢，也很喜欢和中国人聊天，我的老板是中国人，我们的旅行社总部在巴厘岛，我们接待过很多很多华人来印尼，想跟大家交个朋友你愿意吗？,四川,2025-04-24 17:42:04
63806396058,https://www.xiaohongshu.com/user/profile/66f2766f000000000b030a8d?channel_type=web_search_result_notes&xsec_token=ABf3Y3Ib0_XUxKNaxWVfXjhW6909s9WLSg20n-2YXUTM0%3D&xsec_source=pc_note,从旅游博主到牛马实习生,122,41,5840,,🤠独自穷游17国的旅游博主 😱被豚厂招安的卑微牛马实习生 3月5日在soho大楼秽土重生，这个账号以后就是我来运营啦 日韩丨东南亚丨中亚丨中东丨西亚丨北非,上海,2025-04-24 17:42:04
26213677152,https://www.xiaohongshu.com/user/profile/67061a80000000001d032166?channel_type=web_search_result_notes&xsec_token=ABSxnQDd35EmQk1Wyf_INZ6ielaV3v14-uK0pWVcTIB7I%3D&xsec_source=pc_note,L,10,10,53,,还没有简介,广东,2025-04-24 17:42:04
94160962656,https://www.xiaohongshu.com/user/profile/6708c7c4000000001d030fcd?channel_type=web_search_result_notes&xsec_token=ABth_H5voG7sEZyfaL9imPwykDuA0RLzUfTA4OGclud2g%3D&xsec_source=pc_note,野生阿游,234,10,7170,,一个人的山川湖海 00后理想主义 但绝不委屈自己当牛马 毕业即“失业”的全球流浪者 定期分享旅行日记｜攻略,四川,2025-04-24 17:42:04
94160927603,https://www.xiaohongshu.com/user/profile/6708e26d000000001d0222b6?channel_type=web_search_result_notes&xsec_token=ABth_H5voG7sEZyfaL9imPw8vIj8zX2iz79MRAyPqCfj4%3D&xsec_source=pc_note,美丽姐,63,0,102,,,广东,2025-04-24 17:42:04
95650036622,https://www.xiaohongshu.com/user/profile/6710aaaf000000001d021fb9?channel_type=web_search_result_notes&xsec_token=AB6PUpd79hn_1F4_88RkYc1GNPcp7l0W89O0zlsm9S04k%3D&xsec_source=pc_note,犯困蛋挞💤,101,21,5154,,冒个🫧,广东,2025-04-24 17:42:04
neinei7,https://www.xiaohongshu.com/user/profile/671e7d3e000000000b030155?channel_type=web_search_result_notes&xsec_token=ABFG3xaRHU4xqvSN_eMS1jfXZ-X66m6CqjXe_yo3osjO4%3D&xsec_source=pc_note,内内个,301,18,7773,澳大利亚堪培...,谢谢你的关注,浙江,2025-04-24 17:42:04
26284423116,https://www.xiaohongshu.com/user/profile/6725b3d9000000001d02f56a?channel_type=web_search_result_notes&xsec_token=ABkOIqDLY3kL2jKJkbOHAu9-jTkHx-1ivbATcJw3JKyVM%3D&xsec_source=pc_note,P 丨FANG,282,15,6994,,四处游荡 不安份的背包客 拥有喜欢旧物件的老灵魂 对各地的旧货市场没有抵抗力 偏爱丑萌的小东西,日本,2025-04-24 17:42:04
95470177640,https://www.xiaohongshu.com/user/profile/67287b60000000001c019eab?channel_type=web_search_result_notes&xsec_token=ABdxD40aJFUA5MNeKF9ESnUCBKK58Anw2JET9yMz4hZ20%3D&xsec_source=pc_note,木木在印尼,536,5,39000,,在印尼工作的广东妹子👧 印度尼西亚🇮🇩｜美食🍛｜攻略🔧｜旅游✈️ 🌍定期分享印尼旅游攻略｜🔍关注木木不迷路,广东,2025-04-24 17:42:04
95478905950,https://www.xiaohongshu.com/user/profile/6730c8df000000001c019871?channel_type=web_search_result_notes&xsec_token=ABFQohD4XZDslp7stGAt3JiwSppLcfxn8boIVB9hKEw5Q%3D&xsec_source=pc_note,Sinshe RenAi,213,5,6051,"摩羯座
印度尼西亚雅...",不定期分享日常| 美食 | 旅游| 养生 深耕印尼20载|传承仁心|关爱健康,印度尼西亚,2025-04-24 17:42:04
95410954737,https://www.xiaohongshu.com/user/profile/6738c3e0000000001c01a536?channel_type=web_search_result_notes&xsec_token=ABzGyOj1B3KD-wxlbu92FLpJJeH5helpV2E73CN5Fu_Tk%3D&xsec_source=pc_note,陳啊啊啊啊啊啊啊啊啊啊啊,31,0,228,,还没有简介,浙江,2025-04-24 17:42:04
94150059170,https://www.xiaohongshu.com/user/profile/674f1c09000000001c01bd0e?channel_type=web_search_result_notes&xsec_token=AB1I-FIwWh-chmcrS_pQ75kGv59REAiyVDuhjCtGCCAz4%3D&xsec_source=pc_note,小红薯680AEB37,8,14,7,印度尼西亚东...,还没有简介,广东,2025-04-24 17:42:04
11506308160,https://www.xiaohongshu.com/user/profile/67723c01000000001801edcf?channel_type=web_search_result_notes&xsec_token=ABTATY61isxvbGBsT_Fw9yUBirurhbXBFWufxrUCnufuA%3D&xsec_source=pc_note,奶油桃子,44,64,342,25岁,还没有简介,广东,2025-04-24 17:42:04
63894165702,https://www.xiaohongshu.com/user/profile/6779ed56000000001801c2d7?channel_type=web_search_result_notes&xsec_token=ABaqiuOXKcFhJawRnz8w0RjuvvVbArhcZ1i84ifLit70Q%3D&xsec_source=pc_note,爱旅行的小熊肉丝,39,6,2581,,还没有简介,浙江,2025-04-24 17:42:04
11555239999,https://www.xiaohongshu.com/user/profile/677e9bd5000000000801e635?channel_type=web_search_result_notes&xsec_token=ABX2TxQPksWyYuXJlC_LOnS_AXI3NeQrnxmLdxMA9iJCI%3D&xsec_source=pc_note,萱择早Sleeep,338,83,8084,MalaysiaKual...,🇲🇾🩺大五医学生 探店｜开箱｜减脂｜日常 💌: _rne.kh,马来西亚,2025-04-24 17:42:04
26229637460,https://www.xiaohongshu.com/user/profile/6781ea0c000000000801b0e1?channel_type=web_search_result_notes&xsec_token=ABMlF8Ntc-2eXEZEZuj22QbRDqzfE0J4A2Sn4_zGxe1vs%3D&xsec_source=pc_note,Tina玩转新马,776,2,44000,,📍马来西亚🇲🇾｜新加坡🇸🇬｜日本🇯🇵 📍马尔代夫🇲🇻｜印度尼西亚🇮🇩 💥入境卡💳｜旅行🧳｜攻略🤳🏼 ✅定期分享干货旅行攻略，主打简单实用,广东,2025-04-24 17:42:04
11511953664,https://www.xiaohongshu.com/user/profile/67890ef7000000000e01c8f2?channel_type=web_search_result_notes&xsec_token=AB2tgDput2c95pA-Ol-j1S5L1yBX02PTlGjoTsArRu0VY%3D&xsec_source=pc_note,安生,45,21,2301,,我可以死在去远方的路上，但我不能真的没有去过远方！！,重庆,2025-04-24 17:42:04
11514829964,https://www.xiaohongshu.com/user/profile/678a28f7000000000e012eaf?channel_type=web_search_result_notes&xsec_token=ABe6Gh_GnWdzSXpT__oDl-DiK8gB50a7DJ02thJp31M_E%3D&xsec_source=pc_note,安琪,35,8,1784,,我可以死在去远方的路上，但我不能没去过远方！,浙江,2025-04-24 17:42:04
42927554817,https://www.xiaohongshu.com/user/profile/67a45ed3000000000d00bf67?channel_type=web_search_result_notes&xsec_token=ABw3FmMCdUnE3AbpwdA3r1d8tuTd9JRwODsMT2k1mr8A4%3D&xsec_source=pc_note,印尼岭队lucy,6,30,126,,旅行享受不被定义和羁绊的自由,重庆,2025-04-24 17:42:04
11591654947,https://www.xiaohongshu.com/user/profile/67b2d97e000000000e010296?channel_type=web_search_result_notes&xsec_token=ABqqwYkHRm4JNHZQgTwaApzT01wR59lYCSzPE8Tb6s5LM%3D&xsec_source=pc_note,星星吃不胖,33,34,363,,旦逢良辰，顺颂时宜。,河南,2025-04-24 17:42:04
26702744278,https://www.xiaohongshu.com/user/profile/67bbc985000000000e011c98?channel_type=web_search_result_notes&xsec_token=ABmzS897qC6tBRSPZATNNftSt5SHjF4WkRMt47RbWuwBw%3D&xsec_source=pc_note,签证课代表,54,65,802,,💡get各国签证干货 ✅分享实用小贴士 👀让你轻松畅行～,浙江,2025-04-24 17:42:04
95444450605,https://www.xiaohongshu.com/user/profile/67d00127000000000e01ff44?channel_type=web_search_result_notes&xsec_token=ABC2s8A6iwoCrCYCTcqXRRPgVmNgOnUNvxhajaX1zYstE%3D&xsec_source=pc_note,Juli的海岛日记,25,11,1008,"印度尼西亚巴...
旅行博主",旅游主理人｜ENTP主打一个分享 Juli在巴厘岛的日记💌 巴厘岛旅游攻略🎀｜包车🎈｜定制 多多关祝Juli❤️,广西,2025-04-24 17:42:04
63826343057,https://www.xiaohongshu.com/user/profile/67d8d786000000000a03e88b?channel_type=web_search_result_notes&xsec_token=ABh6extZU8ph07rOEGDtzc-85Kyrcj0Ss9TlDjKec8IIA%3D&xsec_source=pc_note,卷毛小呆猫🐱,12,4,160,,玩吧，反正也赚不到钱～,山东,2025-04-24 17:42:04
95482154292,https://www.xiaohongshu.com/user/profile/67dbff63000000001b00a1cf?channel_type=web_search_result_notes&xsec_token=ABA4pSxbSDKri8oICaPARutxzvDhs_ClDNaiGD6S94w7M%3D&xsec_source=pc_note,小辣椒,6,60,33,,享受旅行带来的不期而遇,辽宁,2025-04-24 17:42:04
26713782455,https://www.xiaohongshu.com/user/profile/67dd2d9d000000000d00994f?channel_type=web_search_result_notes&xsec_token=AB85Cpskqq8j6xBY5mFkskLiE_oSGNQfEzX1v4FuP64xE%3D&xsec_source=pc_note,煎bingo子🍳,23,18,954,,还没有简介,山东,2025-04-24 17:42:04
26250741669,https://www.xiaohongshu.com/user/profile/67de2853000000000a03ea3d?channel_type=web_search_result_notes&xsec_token=ABhiKCRec8jp0ZhPiX7m_k7j3s414DF8iLLh_6oxjprTU%3D&xsec_source=pc_note,黄油麻薯,4,19,17,25岁,还没有简介,广东,2025-04-24 17:42:04
95406099018,https://www.xiaohongshu.com/user/profile/67ec98d0000000000e012441?channel_type=web_search_result_notes&xsec_token=ABYHHmVq1O4lylSO-Zn4eXmKUJjX9ndjGlx7NE80uT1tQ%3D&xsec_source=pc_note,出海咨询Marcus,21,7,983,27岁,📍专注公司注册办理 ✍🏻帮助你一站解决企业出海 🫡解答一切关于公司注册的难题,广东,2025-04-24 17:42:04
95401900267,https://www.xiaohongshu.com/user/profile/67ee6d71000000000d009906?channel_type=web_search_result_notes&xsec_token=ABEjgmoLBqTq9wzHV_olJ80qM-yu5h5OMhruO9fEeARJ4%3D&xsec_source=pc_note,小魚🌊,9,12,11,"34岁
香港九龙城区",所谓无底深渊 下去 也是前程万里.,中国香港,2025-04-24 17:42:04
26763797336,https://www.xiaohongshu.com/user/profile/67f0906e00000000060137f0?channel_type=web_search_result_notes&xsec_token=ABf1wCIyfvyzyxbFQts8uOfgtqO55qGiZ78PEQ5PD16LQ%3D&xsec_source=pc_note,诸事皆安,13,2,851,22岁,希望在全世界留下足迹。,印度尼西亚,2025-04-24 17:42:04
63880721067,https://www.xiaohongshu.com/user/profile/67f3a64c000000001b037b98?channel_type=web_search_result_notes&xsec_token=ABGOadhG0HRr6gf8i4BnFQ4NBUvw05iEkA5xLCSKrqu6c%3D&xsec_source=pc_note,蒲公英随着风,15,2,165,,还没有简介,江苏,2025-04-24 17:42:04
26762755276,https://www.xiaohongshu.com/user/profile/67f40738000000000a03c7d0?channel_type=web_search_result_notes&xsec_token=ABqh64Y-0J7itAbYq7Hvvug71uTaU1r539ZIEIU85ZuJ8%3D&xsec_source=pc_note,月游,49,8,101,26岁,还没有简介,印度尼西亚,2025-04-24 17:42:04
26242831118,https://www.xiaohongshu.com/user/profile/67f4c23c000000000601e0e7?channel_type=web_search_result_notes&xsec_token=ABqh64Y-0J7itAbYq7Hvvug1EHyvtthqjgpB5tu5geRxw%3D&xsec_source=pc_note,跟着心走,13,2,55,,要对象换得快，没有悲伤只有爱,湖北,2025-04-24 17:42:04
95392417051,https://www.xiaohongshu.com/user/profile/68009005000000000e01f15b?channel_type=web_search_result_notes&xsec_token=AB34laeUBNn7ANTB1Bdth1gt4xBV-oR01laVkC9t-Zws0%3D&xsec_source=pc_note,QQ荔枝糖🍬,1,0,36,,还没有简介,美国,2025-04-24 17:42:04
